section_info,question_text,answer_text,views_info,date,link1
Halol va harom,"Assalomu alaykum! Meni onam har zamonda turli xil qora yoki qizil tovuqlar so'yib chiltonlarga atab sadaqa chiqaradi. Shu narsani xatoligini bilaman, lekin onamga tushintirib berolmayapman. Shu narsani oz bo'lsayam to'g'ri jihati bormi?",Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=21370.0http://savollar.islom.uz/savol-2566/http://savollar.islom.uz/savol-33722/http://savollar.islom.uz/savol/97274,2582,22.02.2017,http://savollar.islom.uz/smf/index.php?topic=21370.0http://savollar.islom.uz/savol-2566/http://savollar.islom.uz/savol-33722/http://savollar.islom.uz/savol/97274
Moliya va tijorat,"Assalomu alaykum! Odamlarning mushkulini oson kilib, ularga tugri, shariy yulni kursatishda kilaetgan ishlaringizga Alloh madadkor bulsin! Quyidagi savolimga atrofli va aniq javob olish umidida men ham sizlarga murojaat qilishga qaror qildim. Men bir juda ham yaqin do'stimga pul berganman. Do'stim biznes bilan shug'ullanadi va men bergan pulni aylantiradi. Har oy menga o'zining sharoitiga qarab, malum bir miqdorda pul berib turadi. Lekin men do'stimga avvaldan foydasiga ham, zarariga ham sherikligimni, har oy beradigan pulini miqdorini belgilamasligimni, qancha oshinib, rozi bo'lib bersa shuni olishimni va agar ishlari yurishmay berolmay qolsa, men bunga ham roziligimni, hattoki biron bir sababga ko'ra har oyda qo'shimcha pul berish tugul bergan pulimni tanini ham qaytarolmay qolgan taqdirda, unga ham roziligimni bildirib, uqdirib, kelishib olganman. Qolaversa, qilayotgan ishiga yordam berishga, o'z hissamni qo'shishga, berayotgan puli uchun qancha kerak bo'lsa mehnat qilishga tayyorligimni bildirganman. Yani, men sudxo'rlik qilishni xohlamasligimni va olayotgan pulimni halol bo'lishini do'stimga tushuntirib, kelishib olganmiz. Lekin hozirgi kunda aka-ukalar bilan o'zaro bo'lgan muhokamada do'stimdan olayotgan pul halol yoki haromligiga shubha tug'ilib qoldi. Savolim: Yuqorida ko'rsatilgan shartlarni hammasini mavjudligini hisobga olsak, men do'stimdan olayotgan pulim sudxo'rlikka kiradimi? Javobingiz uchun oldindan rahmat. Nodirbek","Va alaykum assalom!Siz do'stingiz bilan bo'lgan muomalangizni shariat asosida aniq bir holatga keltirib olishingiz kerak. Agar bu qarzi hasana bo'lsa, unda hech narsa olmang. Chunki foyda keltirgan har bir qarz ribodir. Agar foyda olishni xohlasangiz, muolamangizni muzoraba yoki murobaha asosida kelishib oling. Shunda shariatga muvofiq ish qilgan va barcha shubhalardan yiroq bo'lasiz. Alloh sizga va do'stingizga halollikni nasib qilsin! Quyidagi linklarda muzoraba va sherikchilikka oid malumotlar bor. Vallohu alam!http://fiqh.uz/index.php/ibodat/moliya/savdo/317-muzorabahttp://fiqh.uz/index.php/ibodat/moliya/savdo/665-muzorobaga-oid-savol-zhavoblarhttp://fiqh.uz/index.php/ibodat/moliya/savdo/322-ta-sit-savdosihttp://fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/676-fojda-zarar-teng-sherik-deb-kelishish",2779,23.02.2017,http://fiqh.uz/index.php/ibodat/moliya/savdo/317-muzorabahttp://fiqh.uz/index.php/ibodat/moliya/savdo/665-muzorobaga-oid-savol-zhavoblarhttp://fiqh.uz/index.php/ibodat/moliya/savdo/322-ta-sit-savdosihttp://fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/676-fojda-zarar-teng-sherik-deb-kelishish
Duolar,Assalomu alaykum! Ustozlar Alloh sizlardan rozi bo'lsin. Ali ibn Abu Tolib roziyallohu anhu yodlagan oyatlari eslaridan chiqib qolayotganini aytganlarida Rasululloh sollallohu alayhi vasallam bir namoz va duo haqida aytilgan hadisni topa olmayapman. Shu qaysi duo edi? Oldindan rahmat.,Va alaykum assalom!http://savollar.islom.uz/savol/42189,4150,18.02.2017,http://savollar.islom.uz/savol/42189
Islam,"Assalomu alaykum! Hurmatli ustozlar, benikoh tug'ilgan farzand nima bo'ladi?",Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=31760.0http://savollar.islom.uz/savol/36579http://savollar.islom.uz/savol/41595,2194,26.02.2017,http://savollar.islom.uz/smf/index.php?topic=31760.0http://savollar.islom.uz/savol/36579http://savollar.islom.uz/savol/41595
Halol va harom,Assalomu alaykum! Malumki telefon raqami hisobida mablag' qolmaganda uyali aloqa kompaniyalarida turli miqdorda qarz berib turish xizmati bor. Yani hisobda pul qolmaganda belgilangan so'rovni yuborish orqali 3$ miqdorda qarz olinadi. Kompaniya esa ushbu olinga mablag'ni 3 kundan so'ng 3.30$ qilib qaytarib oladi. (30 sent xizmat haqi). Bu holat riboga kiradimi?,Va alaykum assalom!http://savollar.islom.uz/savol/104624,3126,04.03.2017,http://savollar.islom.uz/savol/104624
Oila va turmush,"Assalomu alaykum! Hurmatli ustozlar, ayol kishi avratini yopishni yani yopiq kiyim kiyishni xohlamasa, unga masul kishilar yani otasi, akasi, turmush o'rtog'i aytsayu, ayol o'z bilganidan qolmasa, qiyomat kunida shu masul kishilar javob bershadimi?",Va alaykum assalom!http://savollar.islom.uz/savol/7716,3145,04.03.2017,http://savollar.islom.uz/savol/7716
Dolzarb savollar,"Assalomu alaykum! Diplomim borligi uchun bir tanishim meni o'zi ishlaydigan ishxonaga joylashtirgan. Men ishxonaga bormayman, lekin oylik yozilaveradi. Tanishim esa ham o'zini ham meni o'rnimga ishlab oylik maoshni o'ziga oladi. Shu ish joizmi va oylikdan men ham ulush olsam bo'ladimi?",Va alaykum assalom!http://savollar.islom.uz/savol/15216,2634,04.03.2017,http://savollar.islom.uz/savol/15216
Dolzarb savollar,Assalomu alaykum! Bu dunyoda birga yashagan ayol bilan yani (xotinim) bilan nargi dunyoda birga bo'lamizmi?2) Xristiyanlar savol javobi qanaqa bo'ladi?3) Tahorat olish uchun mustaham qilish kere misoldan bomdodda mustaham qildim kiyin peshingacha tahoratim yo'q orqamdan (el) chiqsa nima qilinadi?,Va alaykum assalom!1). http://savollar.islom.uz/smf/index.php?topic=28736.0;wap2). http://savollar.islom.uz/savol/321613). http://savollar.islom.uz/savol/39145,1936,03.03.2017,http://savollar.islom.uz/smf/index.php?topic=28736.0;wap2).
Dolzarb savollar,"Assalomu alaykum! Muhtaram ustozlar, meni anchadan beri ishlarim yurishmay qoldi, go'yoki omad mendan yuz o'girganday. Qanday ishga qo'l urmay nomalum sabab bilan amalga oshmayapti. Qaysidir nomaqbul ishim uchun kafforotdurda yoki Allohning menga yuborgan sinovidir deb sabr qilishda davom etib, shu kungacha keldim. Kutilmaganda ayolim sizni qarindoshlaringizdan biri folbinga borib ishingizni bog'latib tashlabdi, uydan chiqmaydigan qilib qo'yibdi deb qoldi. Ayolimning amakisini ayoli folbinlik ekstraseanslik qilib turadi. Allohga shukur imkon qadar 5 vaqt namoz o'qiyman. Men folbinga ishonmayman biror marta folbinga borib fol ochdirmaganman, lekin haqiqatni gapiradigan bo'lsam uydan chiqqim kelmaydi. Ko'chaga chiqimoqchi yoki biror joyga bormoqchi bo'lsam ko'ksimda bir kuch uyga qaytaradi. Juda murakkab ahvolda qoldim. Sizlardan iltimos menga to'g'ri yo'l ko'rsatinglar.",Va alaykum assalom!http://fiqh.uz/index.php/fiqh-uz/iymon/684-ato-suratidagi-man-etish,2559,04.03.2017,http://fiqh.uz/index.php/fiqh-uz/iymon/684-ato-suratidagi-man-etish
Ibodatlar,Assalomu alaykum! Ilimingiz ziyoda bo'lsin. Nafl namozining tarifi va bir namoz haqida so'ramoqchi edim. Kechaning qaysidir qismida o'qiladigan namoz bor ekan. ShU haqida va uning savoblari qanaqa bo'lishini aytsangizlar. Javobingiz uchun oldindan rahmat.,"Va alaykum assalom!Bir kishi to'y qilib va ommani to'yga taklif qilsa, ularni bir bor kelishlari vojib bo'ladi. Ammo qarindosh va qadrdonlari bo'lsa, qayta-qayta kelishib, to'y sohibining huzurida ko'proq bo'lishadi. Bu o'sha qadrdonlarning to'y sohibiga qadrdonligi, uning nazdida martabasi va bir-biriga bo'lgan chuqur muhabbatining alomatidir.Shuningdek Alloh taolo ommaga besh vaqt namozni farz qildi, qadrdonlariga esa nafl ibodatlarining darvozasini ochib qo'ydi. Kim o'zini Allohning qadrdonlaridan bo'lishini xohlasa, nafllarni ko'paytirsin.         : ""                 :    :       :      :     :         "" Robia ibn Kaab Aslamiy roziyallohu anhudan rivoyat qilinadi : “Men bir kechani Rasululloh sollallohu alayhi vasallam bilan birga o'tkazdim. U zotga tahorat suvi va ehtiyojlariga kerakli narsalarni keltirdim. Shunda u zot menga : “So'ra” dedilar. “Yo Rasululloh jannatda siz bilan birga bo'lishni xohlayman” dedim. Rasululloh sollallohu alayhi vasallam : “Boshqa narsa xohlarsan” dedilar. Men : “Yo'q shuni xohlayman” dedim. “Unday bo'lsa, ko'p sajda qilib menga yordam ber” dedilar. Muslim rivoyati. Alloh taolo “Niso” surasida marhamat qiladi :                 69. Kim Allohga va Rasulga itoat qilsa, bas, ana o'shalar Alloh nematlantirgan nabiylar, siddiqlar, shahidlar va solihlar bilan birgadirlar. Va ular qanday ham yaxshi rafiqlardir! (""Tafsiri Hilol"" kitobidan).Alloh taolo ibodatda bardavom qilsin. Quyida siz so'ragan va undan boshqa barcha nafl namozlar haqida malumot bor. Vallohu alam!http://fiqh.uz/index.php/ibodat/namoz/689-nafl-namozlar",2480,03.03.2017,http://fiqh.uz/index.php/ibodat/namoz/689-nafl-namozlar
Dolzarb savollar,"Assalomu alaykum! Uyga pashsha, chivin, suvarak, urgimchak, chumoli kabi har xil zararkunanda hasharotlar kirib qoladi. Shularni o'ldirsa gunohkor bo'lib qolmaydimi?",Va alaykum assalom!http://savollar.islom.uz/savol/25097,2356,04.03.2017,http://savollar.islom.uz/savol/25097
Dolzarb savollar,Assalomu alaykum! Dinimizda biror insondan nohaq gumon qilib va unga tuhmat qilishga nima deyilgan?,Va alaykum assalom!http://old.islom.uz/content/view/2085/101/http://old.islom.uz/content/view/261/41/http://old.islom.uz/content/view/710/135/,2763,04.03.2017,http://old.islom.uz/content/view/2085/101/http://old.islom.uz/content/view/261/41/http://old.islom.uz/content/view/710/135/
Tabobat,"Assalomu alaykum! Hurmatli ustozlar, sizlarga biror yordamga muhtoj bemorga tana azolaridan birini berishi mumkinmi? Javob uchun oldindan rahmat. Alloh ilmingizni ziyoda qilsin.",Va alaykum assalom!http://savollar.islom.uz/savol/24422,2481,04.03.2017,http://savollar.islom.uz/savol/24422
Oila va turmush,"Assalomu alaykum! Aziz ustozlar, erkaklar ayollarga xususan o'z ayoliga qo'l ko'tarish, so'kishga haqqi bormi? Javob uchun rahmat.",Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=15059.0,3687,04.03.2017,http://savollar.islom.uz/smf/index.php?topic=15059.0
Dolzarb savollar,"Assalomu alaykum! Mening oshnam baxtsiz xodisa tufayli hozircha oyog'i bukulmayabdi, yani to'liq o'tira olmaydi. Shuning uchun devorga suyanib namoz o'qiyabdi. Lekin sajda vaqtida peshonam joynamozga tegmaydi, shuning bilan birga oyog'im bukulmaganli sababli oyog'imni qiblaga uzatib qo'ymay deb qiblaga teskari o'tirib namozni ado qilayabman. Shu qilayotgan ibodatim to'g'rimikin shuni so'rab ber deb iltimos qildi.2). Shariatimizda erkak kishi sariq kiyim kiyishi ham mumkin emasmi? Javob uchun oldindan rahmat.","Va alaykum assalom!Namoz vaqtida oyoqni qiblaga uzatishning zarari yo'q. Balki qiblaga yuzlanishi shart.2). Sariq rangga chaplab olishida karohat bor deyilgan. Aslida sariq rangga bo'yalgan bo'lsa, joiz deganlar bor. Vallohu alam!http://savollar.islom.uz/smf/index.php/topic,24573.0.html",1979,04.03.2017,"http://savollar.islom.uz/smf/index.php/topic,24573.0.html"
Dolzarb savollar,"Assalomu alaykum! Aziz ustozlar, men 36 yilgi jufti halolimdan ajrab qoldim. Quron buyrug'iga asosan 4 oy 10 kun idda saqladim. So'ng qabr ziyoratiga bordim. Bu ishim gunoh emasmi? Qabristonni ziyorat qilib tursa bo'ladimi? Avvaldan javobingiz uchun tashakkur.",Va alaykum assalom!Alloh taolo rahmatiga olsin. Quyidagi linkdagi malumotni o'qib chiqishni tavsiya qilamiz. Vallohu alam!http://fiqh.uz/index.php/ibodat/halol-harom/gunohlar/687-abr-zijoratidagi-nozik-masala,2416,04.03.2017,http://fiqh.uz/index.php/ibodat/halol-harom/gunohlar/687-abr-zijoratidagi-nozik-masala
Ibodatlar,"Assalomu alaykum! Ustozlar, bomdod namoziga ko'pincha kechikib chiqaman. Jamoatdan qolib ketmaslik uchun avval farzni o'qib keyin sunnatni o'qisa bo'ladimi?2. Qaysi suralarda sajda oyatlari bor?",Va alaykum assalom!1). http://savollar.islom.uz/smf/index.php?topic=33821.02). http://savollar.islom.uz/savol/39860,2635,03.03.2017,http://savollar.islom.uz/smf/index.php?topic=33821.02).
Hadislar,Assalomu alaykum! Hadisi Quddusiy haqida umumiy malumot bersangiz iltimos. Bundagi gaplar vahiy bo'lib tushganmi?,Va alaykum assalom!Hadisi qudsiy bo'ladi. Vallohu alam!http://savollar.islom.uz/savol/1863,2314,03.03.2017,http://savollar.islom.uz/savol/1863
Halol va harom,Assalomu alaykum!sizga savolim shuki musurmon odam insulin kabul kilsa buladimi eshitishimcha chuchka yogi kushilar ekan shu rostmi,"Va alaykum assalom!Musurmon emas ""MUSULMON"" bo'ladi. Vallohu alam!http://savollar.islom.uz/savol/33849",2262,03.03.2017,http://savollar.islom.uz/savol/33849
Dolzarb savollar,"Assalomu alaykum! Hurmatli Ustozlar, men gepatit D kasalligi bilan og'riyman, shu sababdan milkim qonashi odatiy hol. Har gal namozga tahorat olganimda tishimni avval tish pastasi bilan yuvib, qon to'xtagach tahorat olaman. Tahorat olib bo'lgach tuflab ko'raman, agar tupigim rangi qizg'ish bo'lsa tahoratimni qaytadan olaman. Hozir xufton uchun tahorat olishdan avval tishimni xar galgiday yuvib keyin tahorat oldim, lekin tahoratdan so'ng tupigim qizg'ish rangda edi, biroz vaqtdan keyin jarayonni takrorladim, natija o'sha-o'sha. Men xufton uchun ketma-ket 3 marotaba tahorat oldim. Uchchalasidayam tahoratdan keyin tupigim rangi qizg'ish edi. Bunday hollarda shu tahoratim bilan namoz o'qisam bo'ladimi?","Va alaykum assalom!Jamoatdan qolsangiz ham, qonni to'xtatib tahorat olasiz. Siz sohibi uzrga kirsangiz, bitta tahorat bilan bir namozni vaqti tugagunicha xohlaganingizcha namoz o'qiyverasiz. Quyidagi linkdan sohibi uzr haqida malumot olasiz. Vallohu alam!http://fiqh.uz/index.php/ibodat/toharat-poklik/586-so-ibi-uzr",2572,03.03.2017,http://fiqh.uz/index.php/ibodat/toharat-poklik/586-so-ibi-uzr
Tabobat,Assalomu alaykum! Etil spirti kushib tayyorlangan dorida tomogni chaysa buladimi? Chayilgandan keyin taxorat buziladimi?,Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=28936.0,3654,02.03.2017,http://savollar.islom.uz/smf/index.php?topic=28936.0
Dolzarb savollar,Assalomu alaykum! Ustozlar men ko'pincha futbol ko'raman. Futbol ko'rish harom narsani ko'rish emasmi? Javob uchun rahmat.,Va alaykum assalom!http://savollar.islom.uz/savol/30633http://savollar.islom.uz/savol/27944,3089,03.03.2017,http://savollar.islom.uz/savol/30633http://savollar.islom.uz/savol/27944
Dolzarb savollar,Ayolimni ismi Noila u bilishimcha butlardan brini ismi ekan kanday maslaxat berasiz oldindan raxmat.ammo u rozi emas kancha aytganim bilan nomoz ukimayapti lekin juda muloyim ogir bosik shundan mukammal tushuncha berib utin iltimos.,http://savollar.islom.uz/savol/40541,2590,02.03.2017,http://savollar.islom.uz/savol/40541
Aqiyda,"Assalomu alaykum! Qadirli Ustozlar, ushbu savolni savollar bo'limidan topa olmaganligim uchun yo'llamoqdaman. Savolim takdir haqida. Hadisdan malumki, odam ona qornida 121 kunga etganda Alloh bandaning amalini va rizqini yozib qo'yadi. Hamma chaqaloq ham Islom fitratida tug'iladi, lekin uning musulmon yoki no musulmon bo'lishiga ota-onasi sabab bo'ladi. Savolim: agar Alloh barcha insonlarni taqdirini Lavxu-l-Mahfuzda yozib qo'ygan bo'lsa, kim solih amallar qilib kim esa gunoh amallar qilishini avvaldan belgilab qo'ygan bo'lsa, kimlar jannatga va kimlar jaxannam ahlidan bo'lishligini ham avvaldan belgilab qo'yilgan bo'lsa, Alloh insonlarni o'ziga ham tanlash imkonini berganmi?",Va alaykum assalom!http://savollar.islom.uz/savol/7285http://savollar.islom.uz/savol/1580,2548,03.03.2017,http://savollar.islom.uz/savol/7285http://savollar.islom.uz/savol/1580
Ibodatlar,Assalomu alaykum! Qazo namozi vitrdan keyin o'qiladimi? Izlash xizmatidan topa olmadim. Sizlardan Alloh rozi bo'lsin.,Va alaykum assalom!http://savollar.islom.uz/savol/107014,3014,02.03.2017,http://savollar.islom.uz/savol/107014
Halol va harom,Assalomu alaykum! Benamoz qassobni so'ygan hayvoni harommi?,Va alaykum assalom!Shariatga muvofiq “Bismillah” aytib so'ysa harom bo'lmaydi. Vallohu alam!http://savollar.islom.uz/savol/15950,2425,02.03.2017,http://savollar.islom.uz/savol/15950
Ibodatlar,Assalomu alaykum! Hojat namozini qachon va qanday o'qiladi?,Va alaykum assalom!http://fiqh.uz/index.php/ibodat/namoz/689-nafl-namozlar,2112,02.03.2017,http://fiqh.uz/index.php/ibodat/namoz/689-nafl-namozlar
Duolar,"Assalomu alaykum! Aziz va muhataram Ustozlar, ikkita savolim bor. 1: Duolarning eng yaxshisi haqida aytib bersangizlar va men shu duollarni o'qib, tavba qilsam va boshqa yomon yo'ldan yurmasam, Alloh mandan rozi bo'lsa va yana ishlarim yurishib ketsa. Allohga behisob shukur.2: Savolim «Kimiyoi saodat» qanaqa kitob? Uni o'qisa bo'ladimi?","Va alaykum assalom!Alloh taolo “Baqara” surasida marhamat qiladi :             201. Va ulardan bazilari: «Robbimiz, bizga dunyoda ham yaxshilik, oxiratda ham yaxshilik bergin va bizni olov azobidan saqlagin», – deydir.Bu duo musulmonlarning duosidir. Ular Alloh taolodan ikki dunyoning yaxshiligini so'raydilar. Chunki Islom dini ikki dunyoning obodligiga chaqiradi. Dinsizu xudosizlarga o'xshab, faqat bu dunyoning hoy-havasini so'ramaydilar. Yoki bazi toifalarga o'xshab, faqat oxiratni o'ylab, bu dunyoni esdan chiqarmaydilar.Bu duoda yuksak odob ham yorqin ko'rinib turibdi. So'raladigan narsani tayin qilib, nomini aytmasdan, umumiy qilib «yaxshilik» deb aytilmoqda. «Yaxshilik»ning nimaligini Alloh taoloning Ozi yaxshi biladi.Imom ibn Kasir: «Ushbu duo dunyodagi barcha yaxshiliklarni o'zida jamlab, yomonliklarni chetlatgan», – deganlar.Ibn Murdavayh Abdulloh ibn Abbos roziyallohu anhudan rivoyat qilgan hadisda Rasululloh sollallohu alayhi vasallam:«Baytullohning burchagidan har o'tganimda, «Omin» deb turgan farishtani ko'rdim. Uning yonidan o'tsangiz, «Robbana atina fiddunya hasanatan va fil oxiroti hasanatan va qiyna azabannaar»ni o'qinglar», – deganlar.Bu duo Payg'ambarimiz Muhammad alayhissolatu vassalomning ko'p qiladigan duolari edi.Ibn Abi Hotim Abu Tolutdan qilgan rivoyatda aytiladi:«Anas ibn Molik huzurida edik. Sobit u kishiga:– Birodarlaringiz duo qilishingizni so'rashyapti, – dedi. Anas ibn Molik «Robbana atina...»ni o'qidilar. Bir muddat gaplashib o'tirdilar. Turmoqchi bo'lishganda:– Ey Abu Hamza, birodarlaringiz turishmoqchi, ularni bir duo qilsangiz, – dedi. Shunda Anas ibn Molik:– Sizlarga ishlarni maydalab berishimni xohlaysizmi?! Agar Alloh sizga bu dunyo va oxiratning yaxshiligini berib, do'zaxning azobidan saqlasa, yaxshilikning hammasini bergan bo'ladi-ku, – dedi». (""Tafsiri hilol"" kitobidan). Vallohu alam!2). http://savollar.islom.uz/savol/10691http://savollar.islom.uz/smf/index.php?topic=32959.0http://savollar.islom.uz/smf/index.php?topic=20308.0",2697,03.03.2017,http://savollar.islom.uz/savol/10691http://savollar.islom.uz/smf/index.php?topic=32959.0http://savollar.islom.uz/smf/index.php?topic=20308.0
Ibodatlar,"Assalomu alaykum! qazo namozi qanday o'qiladi, o'z vaqtida o'qilganday takbir tushirib ovoz chiqarib o'qiladimi yoki boshqachami? Masjid imomlardan so'rasam hamma har xil javob beryapti. Rahmat Alloh ishingizni oson qilsin.",Va alaykum assalom!http://savollar.islom.uz/savol/100731,2201,03.03.2017,http://savollar.islom.uz/savol/100731
Dolzarb savollar,Assalomu alaykum! Alloh ishingizga rivoj bersin. Kufr haqida tushuncha bersangizlar.2. Karta va narda o'yinini o'ynash munkunmi?,Va alaykum assalom!http://old.islom.uz/content/view/3541/140/http://savollar.islom.uz/savol/105987http://savollar.islom.uz/savol/24464http://savollar.islom.uz/savol/33738,2336,03.03.2017,http://old.islom.uz/content/view/3541/140/http://savollar.islom.uz/savol/105987http://savollar.islom.uz/savol/24464http://savollar.islom.uz/savol/33738
Halol va harom,"Assalomu alaykum! Hurmatli ustozlar, do'stim shaxsan o'z qulog'im bilan eshitganman shayx Hazratlari “shaxmat gunohmas, agar u rizq topishga halaqit bermasa. Bu sport turi deganlar” deb aytdi. Shu gap rostmi?",Va alaykum assalom!http://savollar.islom.uz/savol/7789,4950,02.03.2017,http://savollar.islom.uz/savol/7789
Oila va turmush,Assalomu alaykum! Ustozlar kiz bolaga kim deb ism kuygan makul raxmat,Va alaykum assalom!http://muslimaat.uz/ismlar-manosi/,7064,02.03.2017,http://muslimaat.uz/ismlar-manosi/
Dolzarb savollar,Assalomu alaykum! Biblyani o'qish harommi?,Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=8018.0,2410,02.03.2017,http://savollar.islom.uz/smf/index.php?topic=8018.0
Dolzarb savollar,"Assalomu alaykum! Do'stlarimiz bilan turli futbol klublarni futbolkalarini kiyib futbol o'ynab turamiz, bazi masalan (Real Madrid)futbol klubi formasida Xristiyanlarning belgisi tushurilgan logotiplar bor, shu futbolkalarni kiysa bo'ladimi? Javobingiz uchun oldidan raxmat!",Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=24605.0,2378,02.03.2017,http://savollar.islom.uz/smf/index.php?topic=24605.0
Oila va turmush,"Assalomu alaykum! Sizlarni qilayatgan ishlarizga Alloh barokat bersin. Biz kanal azolarini eshitgan, o'rganganlarimizga amal qilishga Alloh Ozi muyassar aylasin. Men hozir safardaman, oilaliman. Shariatimizda eri xotin qancha muddatgacha biri-birisiz yurishi mumkin? Masalan chegarasi bormi?",Va alaykum assalom!http://savollar.islom.uz/savol/3432,2181,02.03.2017,http://savollar.islom.uz/savol/3432
Dolzarb savollar,Assalomu alaykum! Sizlarni xar bir amalinglardan Alloh rozi bulsin. Masjidimizga Kabani surati tushgan joynamozlar solingan. Buni zarari yo'qmi?,Va alaykum assalom!http://fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/269-ustida-ka-ba-maszhidul-a-so-rasmi-bor-zhojnamoz,2466,02.03.2017,http://fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/269-ustida-ka-ba-maszhidul-a-so-rasmi-bor-zhojnamoz
Halol va harom,Assalomu alaykum! Alloh ilmlaringizni ziyoda qilsin. 2 yildirki qand kasalligiga(saxarga) chalinganman. Eshtishimcha musulmonlarga insulin olish mumkin emas ekan. Shu gap to'g'rimi? Javob uchun tashakkur.,Va alaykum assalom!http://savollar.islom.uz/savol/33849,2533,02.03.2017,http://savollar.islom.uz/savol/33849
Oila va turmush,Assalomu alaykum! Hurmatli ustozlar ayol kishini sochi uzun bo'lsa ozgina kessa bo'ladimi? Javob uchun rahmat.,Va alaykum assalom! Takroriy javob.http://savollar.islom.uz/smf/index.php?topic=27946.0http://savollar.islom.uz/smf/index.php?topic=33298.0http://savollar.islom.uz/smf/index.php?topic=19908.0,2146,02.03.2017,http://savollar.islom.uz/smf/index.php?topic=27946.0http://savollar.islom.uz/smf/index.php?topic=33298.0http://savollar.islom.uz/smf/index.php?topic=19908.0
Moliya va tijorat,"Assalomu alaykum! G'alla pishgan vaqtda sotib olib saqlab, qishda narxi ko'tarilganda sotilsa gunoh bo'ladimi? Javob uchun katta rahmat.",Va alaykum assalom!http://fiqh.uz/index.php/ibodat/halol-harom/gunohlar/688-e-tikor,1888,28.02.2017,http://fiqh.uz/index.php/ibodat/halol-harom/gunohlar/688-e-tikor
Quroni karim,"Assalomu alaykum! Men xatmi Quron o'qisam, mendan olishib bag'ishlashadi va menga pul berishadi. Shu ish Quronni sotishga kiradimi?",Va alaykum assalom!Bu yaxshi ish hisoblanmaydi. Quyidagi linkdan bu mavzuda to'liq malumot bor. Vallohu alam!http://old.islom.uz/content/view/1539/136/,2471,28.02.2017,http://old.islom.uz/content/view/1539/136/
Dolzarb savollar,Assalomu alaykum! Bizning mazhabimizda boshning qancha qismiga mash tortiladi? Tashakkur!,Va alaykum assalom!http://savollar.islom.uz/savol/39799,2156,28.02.2017,http://savollar.islom.uz/savol/39799
Moliya va tijorat,"Assalomu alaykum! Ustozlar, qimmatli vaqtinggizni olganim uchun uzr. Men inkubator aparatini sotib olib va ishlatib tadbirkorlik kasbini qilsam bo'ladimi? Javob uchun oldindan rahmat.",Va alaykum assalom!http://savollar.islom.uz/savol/42728,2395,26.02.2017,http://savollar.islom.uz/savol/42728
Dolzarb savollar,Assalomu alaykum! Qarzni qaytarish kechikib ketsa (5-6 yil) infelyaцiya holda qanday to'lanadi. Oldindan rahmat!,Va alaykum assalom!http://fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/237-pulning-adrsizlanishi-bilan-bo-li-masalalar-echimi,2130,28.02.2017,http://fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/237-pulning-adrsizlanishi-bilan-bo-li-masalalar-echimi
Ibodatlar,Assalomu alaykum! Bomdod namozining sunnatini uyda o'qimasdan chiqib masjidga kelganda farz namoziga takbir aytilyotgan bo'lsa qanday yo'l tutiladi?,Va alaykum assalom!http://savollar.islom.uz/savol/99410,2771,02.03.2017,http://savollar.islom.uz/savol/99410
Dolzarb savollar,Assalomu alaykum! Erkak kishi kumush uzukni qaysi qo'liga va qaysi barmoqqa taqqan maqul ? Javob uchun oldindan rahmat. Alloh sizlardan rozi bo'lsin !,Va alaykum assalom!http://old.islom.uz/content/view/3165/100/,2502,28.02.2017,http://old.islom.uz/content/view/3165/100/
Oila va turmush,"Assalomu alaykum! Alloh ishlarizga barakotlar yog'dirsin. Savolim, er xotiniga ro'mol bog'lashga qo'ymasa xotin bo'ysunishi kerakmi? Dinimizda xotin eriga itoat qilsa jannatga kiradi deyilgan. Ayol qanday yo'l tutsin?",Va alaykum assalom!http://savollar.islom.uz/savol/27463http://savollar.islom.uz/savol/38671,2972,28.02.2017,http://savollar.islom.uz/savol/27463http://savollar.islom.uz/savol/38671
Oila va turmush,Assalomu alaykum! Xurmatli ustozlar uy to'yi qilishlik va bu marosimda sovg'a qilinadigan narsalarning xukmi xaqida malumot bersangizlar.,Va alaykum assalom!http://fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/670-t-jona-arzmi-joki-adya,2446,28.02.2017,http://fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/670-t-jona-arzmi-joki-adya
Halol va harom,Assalomu alaykum! Sigirdan chiqadigan og'izni bir kishidan harom deb eshitdim. Shu rostmi?,Va alaykum assalom!http://savollar.islom.uz/savol/36487,2575,28.02.2017,http://savollar.islom.uz/savol/36487
